Date,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),sum of frequencies of letters in word,Number of repetitive letter,word possibility
8/4/2022,rhyme,37229.0,3336.0,0.0,4.0,22.0,39.0,25.0,8.0,1.0,508,1.0,3.1376421753543766e-07
8/5/2022,buggy,37350.0,3428.0,0.0,1.0,9.0,29.0,34.0,22.0,5.0,258,2.0,1.6659015393994783e-08
8/6/2022,alien,38841.0,3395.0,3.0,17.0,31.0,29.0,15.0,4.0,0.0,649,1.0,1.5974016359294828e-06
8/7/2022,smear,36223.0,3190.0,0.0,2.0,16.0,39.0,29.0,12.0,2.0,624,1.0,1.0281472908093302e-06
8/8/2022,unfit,35516.0,3187.0,0.0,3.0,24.0,38.0,25.0,9.0,1.0,418,1.0,1.3170268759843503e-07
8/9/2022,patty,36223.0,3019.0,0.0,2.0,16.0,39.0,29.0,12.0,1.0,544,2.0,5.551765482904032e-07
8/10/2022,cling,37654.0,3312.0,0.0,4.0,20.0,34.0,27.0,13.0,2.0,425,1.0,1.9453776355230344e-07
8/11/2022,glean,37301.0,3243.0,0.0,6.0,23.0,37.0,24.0,8.0,1.0,597,1.0,7.909464410912967e-07
8/12/2022,label,34198.0,3076.0,0.0,4.0,18.0,32.0,29.0,15.0,2.0,601,2.0,6.11890829649951e-07
8/13/2022,hunky,35276.0,3185.0,0.0,1.0,11.0,33.0,25.0,22.0,7.0,318,1.0,4.454470016427034e-08
8/14/2022,khaki,31652.0,2968.0,0.0,2.0,17.0,33.0,28.0,16.0,4.0,402,2.0,7.43200429939538e-08
8/15/2022,poker,35376.0,3180.0,0.0,4.0,17.0,30.0,27.0,17.0,5.0,554,1.0,3.9802697759487893e-07
8/16/2022,gruel,35105.0,3087.0,0.0,3.0,19.0,39.0,29.0,9.0,1.0,549,1.0,4.884060356652953e-07
8/17/2022,twice,35815.0,3173.0,1.0,6.0,28.0,38.0,21.0,6.0,1.0,521,1.0,2.822534515825843e-07
8/18/2022,twang,34938.0,3172.0,0.0,3.0,22.0,43.0,25.0,7.0,1.0,458,1.0,1.4728280749885693e-07
8/19/2022,shrug,33965.0,2987.0,0.0,4.0,23.0,36.0,26.0,10.0,1.0,408,1.0,1.4364883401920446e-07
8/20/2022,treat,38245.0,3249.0,1.0,22.0,32.0,26.0,14.0,5.0,1.0,741,2.0,3.5900184327846374e-06
8/21/2022,waste,35617.0,3186.0,1.0,7.0,19.0,27.0,24.0,17.0,5.0,594,1.0,5.400369608291434e-07
8/22/2022,merit,35888.0,3123.0,0.0,7.0,33.0,37.0,17.0,5.0,0.0,610,1.0,9.839116798125305e-07
8/23/2022,woven,33549.0,2933.0,0.0,2.0,13.0,32.0,32.0,17.0,3.0,463,1.0,8.6870967332216e-08
8/24/2022,needy,33700.0,2927.0,0.0,2.0,21.0,41.0,26.0,9.0,1.0,577,2.0,5.364471650663023e-07
8/25/2022,clown,36737.0,3175.0,1.0,8.0,29.0,36.0,20.0,6.0,1.0,434,1.0,1.477642635777068e-07
8/26/2022,irony,34716.0,3046.0,0.0,6.0,29.0,34.0,21.0,8.0,1.0,520,1.0,5.253788866026521e-07
8/27/2022,ruder,31241.0,2784.0,0.0,2.0,16.0,33.0,29.0,16.0,4.0,575,2.0,6.233333333333347e-07
8/28/2022,gauze,30214.0,2866.0,0.0,2.0,11.0,24.0,31.0,25.0,8.0,466,1.0,2.568007925621098e-08
8/29/2022,chief,34281.0,3072.0,1.0,6.0,32.0,38.0,18.0,5.0,0.0,464,1.0,1.6718089055276093e-07
8/30/2022,onset,33660.0,3009.0,0.0,4.0,29.0,40.0,21.0,6.0,1.0,626,1.0,1.3250718217073974e-06
8/31/2022,prize,35343.0,3166.0,0.0,5.0,12.0,20.0,32.0,26.0,5.0,494,1.0,4.403520804755384e-08
9/1/2022,fungi,31903.0,2928.0,0.0,2.0,18.0,41.0,28.0,9.0,1.0,339,1.0,5.166797744246293e-08
9/2/2022,charm,35724.0,3149.0,1.0,12.0,32.0,34.0,16.0,5.0,1.0,490,1.0,3.105184756515776e-07
9/3/2022,gully,31191.0,2877.0,0.0,1.0,9.0,27.0,31.0,25.0,7.0,400,2.0,1.3217627394198033e-07
9/4/2022,inter,32018.0,2889.0,0.0,6.0,25.0,36.0,23.0,8.0,1.0,643,1.0,1.5742586877000468e-06
9/5/2022,whoop,32733.0,2970.0,0.0,1.0,16.0,47.0,29.0,7.0,1.0,430,2.0,1.2581720266219634e-07
9/6/2022,taunt,32734.0,3022.0,0.0,4.0,19.0,27.0,21.0,16.0,13.0,571,2.0,8.009104303205815e-07
9/7/2022,leery,30992.0,2873.0,0.0,3.0,17.0,37.0,28.0,12.0,2.0,682,2.0,1.706877343392779e-06
9/8/2022,class,31962.0,3001.0,0.0,4.0,21.0,32.0,22.0,13.0,7.0,518,2.0,5.181748310724983e-07
9/9/2022,theme,32172.0,2909.0,0.0,8.0,29.0,40.0,18.0,4.0,0.0,629,2.0,9.262426385290218e-07
9/10/2022,lofty,29237.0,2777.0,0.0,4.0,19.0,34.0,27.0,13.0,3.0,469,1.0,2.0629764263577664e-07
9/11/2022,tibia,27887.0,2675.0,0.0,1.0,14.0,40.0,30.0,12.0,2.0,526,2.0,3.5976101045318205e-07
9/12/2022,booze,29147.0,2883.0,0.0,1.0,7.0,27.0,38.0,23.0,4.0,489,2.0,2.71340150235398e-08
9/13/2022,alpha,29497.0,2706.0,0.0,3.0,19.0,40.0,28.0,9.0,1.0,564,2.0,6.713171772595644e-07
9/14/2022,thyme,32142.0,2938.0,1.0,5.0,24.0,41.0,23.0,5.0,0.0,503,1.0,3.021433205896807e-07
9/15/2022,doubt,33344.0,3011.0,1.0,12.0,32.0,34.0,16.0,4.0,0.0,412,1.0,9.803200731595791e-08
9/16/2022,parer,37309.0,4130.0,0.0,0.0,4.0,11.0,15.0,22.0,48.0,680,2.0,1.8353703703703738e-06
9/17/2022,chute,33418.0,3073.0,0.0,11.0,37.0,36.0,12.0,3.0,0.0,522,1.0,4.0922183271520316e-07
9/18/2022,stick,33102.0,3038.0,1.0,9.0,36.0,35.0,14.0,4.0,0.0,427,1.0,1.5496267930024156e-07
9/19/2022,trice,35050.0,3430.0,0.0,5.0,24.0,25.0,18.0,17.0,11.0,626,1.0,1.270140532121627e-06
9/20/2022,alike,31277.0,2843.0,0.0,6.0,20.0,33.0,27.0,12.0,2.0,596,1.0,6.353301961083154e-07
9/21/2022,recap,31976.0,2900.0,0.0,5.0,30.0,35.0,21.0,8.0,1.0,616,1.0,9.652688614540473e-07
9/22/2022,saint,34455.0,3119.0,1.0,14.0,35.0,29.0,15.0,5.0,1.0,568,1.0,8.725303053396327e-07
9/23/2022,glory,31509.0,2893.0,0.0,6.0,30.0,39.0,19.0,5.0,0.0,492,1.0,3.3108607681755794e-07
9/24/2022,grate,32777.0,3077.0,1.0,14.0,29.0,28.0,16.0,8.0,3.0,662,1.0,1.4083918467078178e-06
9/25/2022,admit,28994.0,2677.0,0.0,10.0,25.0,34.0,22.0,8.0,1.0,501,1.0,3.3463520233196174e-07
9/26/2022,brisk,31706.0,2884.0,0.0,5.0,23.0,38.0,24.0,7.0,1.0,392,1.0,7.026205989940532e-08
9/27/2022,soggy,30985.0,2888.0,0.0,2.0,18.0,38.0,28.0,11.0,2.0,384,2.0,9.82747561347354e-08
9/28/2022,usurp,31355.0,3007.0,0.0,3.0,21.0,38.0,26.0,9.0,1.0,415,2.0,1.6481390032007376e-07
9/29/2022,scald,30477.0,2829.0,0.0,4.0,23.0,36.0,24.0,11.0,2.0,484,1.0,3.1797091906721485e-07
9/30/2022,scorn,31223.0,2859.0,0.0,8.0,31.0,35.0,20.0,6.0,1.0,515,1.0,5.224522176497482e-07
10/1/2022,leave,28202.0,2696.0,0.0,4.0,16.0,34.0,31.0,12.0,1.0,670,2.0,8.239025428034362e-07
10/2/2022,twine,30088.0,2775.0,0.0,6.0,28.0,40.0,20.0,5.0,1.0,538,1.0,3.4983526393334437e-07
10/3/2022,sting,32288.0,2969.0,1.0,10.0,30.0,33.0,18.0,8.0,2.0,460,1.0,2.798682111466744e-07
10/4/2022,bough,32014.0,3060.0,0.0,3.0,17.0,35.0,28.0,13.0,3.0,349,1.0,4.9853884062388834e-08
10/5/2022,marsh,30935.0,2885.0,0.0,9.0,30.0,35.0,19.0,6.0,1.0,507,1.0,3.848679698216742e-07
10/6/2022,sloth,32522.0,2987.0,1.0,10.0,38.0,34.0,13.0,3.0,0.0,533,1.0,6.312933326559299e-07
10/7/2022,dandy,29026.0,2840.0,0.0,2.0,11.0,23.0,29.0,24.0,11.0,416,2.0,1.317148148148148e-07
10/8/2022,vigor,26905.0,2642.0,0.0,2.0,15.0,35.0,31.0,14.0,2.0,447,1.0,1.2478727280521255e-07
10/9/2022,howdy,28408.0,2668.0,0.0,2.0,13.0,32.0,32.0,17.0,4.0,348,1.0,4.868912894375871e-08
10/10/2022,enjoy,26878.0,2654.0,0.0,3.0,12.0,29.0,33.0,20.0,3.0,473,1.0,2.8262021372080837e-08
10/11/2022,valid,28575.0,2752.0,0.0,4.0,28.0,38.0,21.0,8.0,1.0,453,1.0,1.3104595336076815e-07
10/12/2022,ionic,29151.0,2947.0,0.0,2.0,13.0,25.0,28.0,21.0,11.0,498,2.0,4.6655686675472846e-07
10/13/2022,equal,27197.0,2677.0,0.0,5.0,23.0,35.0,25.0,11.0,2.0,527,1.0,5.6395468170502604e-08
10/14/2022,floor,28906.0,2752.0,0.0,3.0,23.0,44.0,24.0,6.0,0.0,546,2.0,4.670963648834011e-07
10/15/2022,catch,30403.0,3123.0,0.0,7.0,18.0,20.0,15.0,16.0,23.0,501,2.0,3.8600478522074794e-07
10/16/2022,spade,30459.0,2854.0,1.0,8.0,29.0,36.0,19.0,6.0,1.0,552,1.0,4.78555829903979e-07
10/17/2022,stein,31269.0,2965.0,1.0,12.0,34.0,32.0,16.0,5.0,1.0,596,1.0,1.0261834408711417e-06
10/18/2022,exist,28612.0,2805.0,0.0,5.0,24.0,38.0,23.0,8.0,1.0,515,1.0,8.162822825111356e-08
10/19/2022,quirk,28322.0,2794.0,0.0,3.0,23.0,39.0,24.0,9.0,2.0,342,1.0,8.241883859167805e-09
10/20/2022,denim,28741.0,2769.0,0.0,5.0,29.0,40.0,20.0,5.0,0.0,487,1.0,2.6641300868770067e-07
10/21/2022,grove,28637.0,2794.0,0.0,4.0,18.0,30.0,28.0,17.0,3.0,531,1.0,2.2655553412208525e-07
10/22/2022,spiel,29084.0,2810.0,0.0,7.0,32.0,36.0,19.0,6.0,1.0,554,1.0,6.429792748395411e-07
10/23/2022,mummy,29279.0,3021.0,0.0,1.0,4.0,14.0,27.0,37.0,18.0,290,3.0,3.437441785635678e-08
10/24/2022,fault,28947.0,2768.0,0.0,7.0,27.0,35.0,22.0,8.0,1.0,498,1.0,2.5875567748818734e-07
10/25/2022,foggy,28953.0,2817.0,0.0,2.0,13.0,35.0,32.0,15.0,3.0,329,2.0,3.685303355052571e-08
10/26/2022,flout,30063.0,2904.0,0.0,6.0,28.0,37.0,21.0,7.0,1.0,472,1.0,2.164434283391757e-07
10/27/2022,carry,27609.0,2615.0,0.0,4.0,22.0,35.0,24.0,12.0,3.0,561,2.0,6.641869212962955e-07
10/28/2022,sneak,27905.0,2636.0,0.0,7.0,28.0,36.0,21.0,7.0,1.0,557,1.0,4.2649072803942435e-07
10/29/2022,libel,25156.0,2536.0,0.0,3.0,15.0,32.0,32.0,16.0,2.0,545,2.0,3.9638210977323873e-07
10/30/2022,waltz,24672.0,2496.0,0.0,2.0,11.0,29.0,35.0,19.0,3.0,436,1.0,1.8377533912513373e-08
10/31/2022,aptly,26498.0,2572.0,0.0,3.0,26.0,41.0,23.0,7.0,1.0,526,1.0,4.783059492963473e-07
11/1/2022,piney,27502.0,3667.0,0.0,1.0,14.0,37.0,33.0,14.0,2.0,503,1.0,3.5019406933225035e-07
11/2/2022,inept,27670.0,2640.0,0.0,6.0,30.0,39.0,20.0,6.0,1.0,572,1.0,7.463152297244674e-07
11/3/2022,aloud,29554.0,2819.0,1.0,18.0,31.0,30.0,15.0,4.0,1.0,522,1.0,4.3318957475994543e-07
11/4/2022,photo,27330.0,2565.0,0.0,5.0,34.0,43.0,15.0,3.0,0.0,530,2.0,5.452078782028494e-07
11/5/2022,dream,29743.0,2751.0,5.0,14.0,31.0,29.0,15.0,4.0,1.0,590,1.0,6.309085648148162e-07
11/6/2022,stale,31068.0,3013.0,2.0,19.0,30.0,27.0,15.0,6.0,2.0,676,1.0,2.016137987095464e-06
11/7/2022,begin,26096.0,2439.0,0.0,6.0,26.0,36.0,23.0,7.0,1.0,460,1.0,1.4181783391759369e-07
11/8/2022,spell,27213.0,2531.0,0.0,4.0,24.0,37.0,24.0,9.0,1.0,563,2.0,6.991619299226079e-07
11/9/2022,rainy,28984.0,2678.0,1.0,16.0,38.0,31.0,11.0,3.0,1.0,546,1.0,6.280845336076816e-07
11/10/2022,unite,27467.0,2575.0,1.0,11.0,31.0,33.0,18.0,5.0,1.0,572,1.0,7.463152297244674e-07
11/11/2022,medal,25993.0,2438.0,0.0,5.0,25.0,38.0,23.0,8.0,1.0,567,1.0,5.234204389574769e-07
11/12/2022,valet,24660.0,2356.0,0.0,4.0,22.0,38.0,25.0,9.0,1.0,613,1.0,5.727664736066663e-07
11/13/2022,inane,25085.0,2515.0,0.0,8.0,25.0,30.0,21.0,13.0,3.0,625,2.0,1.2551012853731656e-06
11/14/2022,maple,26536.0,2467.0,1.0,6.0,26.0,36.0,21.0,8.0,1.0,577,1.0,6.20350149875529e-07
11/15/2022,snarl,27475.0,2650.0,0.0,5.0,21.0,31.0,24.0,15.0,4.0,582,1.0,9.85262002743484e-07
11/16/2022,baker,25576.0,2541.0,0.0,5.0,16.0,23.0,24.0,22.0,10.0,547,1.0,2.3048343192729704e-07
11/17/2022,there,27465.0,2530.0,0.0,14.0,35.0,33.0,14.0,4.0,0.0,709,2.0,2.2735046582075956e-06
11/18/2022,glyph,29208.0,2899.0,0.0,2.0,23.0,49.0,20.0,5.0,1.0,358,1.0,8.261017121373777e-08
11/19/2022,avert,24749.0,2400.0,0.0,7.0,26.0,35.0,22.0,9.0,1.0,636,1.0,6.903881601508925e-07
11/20/2022,brave,24991.0,2396.0,1.0,6.0,17.0,27.0,27.0,18.0,5.0,537,1.0,1.646310228052127e-07
11/21/2022,axiom,24288.0,2382.0,0.0,5.0,19.0,33.0,27.0,13.0,3.0,457,1.0,4.437968281638983e-08
11/22/2022,prime,27437.0,2534.0,1.0,10.0,26.0,32.0,21.0,9.0,1.0,544,1.0,4.843872885230925e-07
11/23/2022,drive,26663.0,2451.0,1.0,12.0,32.0,30.0,18.0,6.0,1.0,504,1.0,1.8577353395061757e-07
11/24/2022,feast,27705.0,2725.0,5.0,13.0,25.0,27.0,19.0,10.0,2.0,597,1.0,5.940406569120554e-07
11/25/2022,itchy,24197.0,2329.0,0.0,8.0,28.0,40.0,18.0,5.0,1.0,435,1.0,2.148346235753355e-07
11/26/2022,clean,26381.0,2424.0,1.0,17.0,36.0,31.0,12.0,3.0,0.0,617,1.0,1.10112151602906e-06
11/27/2022,happy,25206.0,2356.0,0.0,6.0,28.0,39.0,19.0,6.0,1.0,418,2.0,1.4717106132195333e-07
11/28/2022,tepid,26051.0,2484.0,0.0,10.0,38.0,35.0,13.0,3.0,0.0,538,1.0,4.579661636945595e-07
11/29/2022,undue,23739.0,2316.0,0.0,3.0,19.0,35.0,29.0,13.0,2.0,457,2.0,1.926262459990862e-07
11/30/2022,study,2569.0,2405.0,0.0,6.0,30.0,33.0,19.0,10.0,2.0,397,1.0,1.2763420210333808e-07
12/1/2022,eject,22628.0,2200.0,0.0,2.0,11.0,35.0,36.0,14.0,2.0,579,2.0,6.832543099798471e-08
12/2/2022,chafe,24646.0,2343.0,0.0,6.0,30.0,33.0,19.0,9.0,2.0,520,1.0,2.580753553193106e-07
12/3/2022,torso,23873.0,2260.0,0.0,4.0,35.0,36.0,17.0,6.0,1.0,619,2.0,1.44577446273434e-06
12/4/2022,adore,25577.0,2398.0,2.0,17.0,32.0,29.0,15.0,5.0,1.0,668,1.0,1.5256516203703718e-06
12/5/2022,woken,23153.0,2200.0,0.0,2.0,10.0,25.0,36.0,23.0,4.0,473,1.0,1.21619354265102e-07
12/6/2022,amber,23509.0,2261.0,0.0,6.0,22.0,33.0,24.0,12.0,3.0,567,1.0,3.6218825017146816e-07
12/7/2022,joust,24899.0,2388.0,0.0,6.0,29.0,34.0,21.0,8.0,2.0,419,1.0,2.0613659841826288e-08
12/8/2022,infer,21199.0,1863.0,0.0,3.0,19.0,33.0,26.0,14.0,3.0,546,1.0,3.9961951303154966e-07
12/9/2022,braid,23640.0,2165.0,0.0,10.0,36.0,35.0,14.0,3.0,0.0,482,1.0,1.9586689814814777e-07
12/10/2022,knock,21157.0,2041.0,0.0,3.0,18.0,43.0,27.0,8.0,1.0,362,2.0,5.387238776270526e-08
12/11/2022,naive,21947.0,2075.0,1.0,7.0,24.0,32.0,24.0,11.0,1.0,562,1.0,3.565628651628314e-07
12/12/2022,apply,22873.0,2150.0,0.0,5.0,28.0,38.0,22.0,7.0,1.0,460,2.0,2.354736981151252e-07
12/13/2022,spoke,24101.0,2224.0,0.0,6.0,31.0,38.0,19.0,5.0,0.0,507,1.0,2.5945462243221735e-07
12/14/2022,usual,20824.0,2048.0,0.0,3.0,20.0,39.0,27.0,10.0,1.0,487,2.0,3.3969976121526256e-07
12/15/2022,rival,22176.0,2127.0,0.0,7.0,27.0,35.0,22.0,8.0,1.0,534,1.0,3.2761488340192035e-07
12/16/2022,probe,22853.0,2160.0,0.0,6.0,24.0,32.0,24.0,11.0,3.0,550,1.0,3.5253818015546455e-07
12/17/2022,chord,22336.0,2088.0,0.0,7.0,39.0,38.0,13.0,3.0,0.0,463,1.0,2.550192901234567e-07
12/18/2022,taper,22166.0,2108.0,0.0,8.0,28.0,30.0,20.0,11.0,3.0,675,1.0,1.7673936899862853e-06
12/19/2022,slate,26010.0,2422.0,6.0,14.0,33.0,27.0,13.0,5.0,1.0,676,1.0,2.016137987095464e-06
12/20/2022,third,24137.0,2261.0,1.0,10.0,47.0,32.0,9.0,2.0,0.0,492,1.0,3.6161265432098754e-07
12/21/2022,lunar,22180.0,2036.0,0.0,5.0,32.0,40.0,17.0,4.0,0.0,558,1.0,7.165541838134435e-07
12/22/2022,excel,20490.0,2034.0,0.0,1.0,13.0,34.0,34.0,15.0,2.0,564,2.0,1.0301372673542321e-07
12/23/2022,aorta,21937.0,2112.0,0.0,7.0,26.0,35.0,20.0,10.0,3.0,716,2.0,3.12291730967078e-06
12/24/2022,poise,20281.0,1911.0,2.0,11.0,34.0,32.0,15.0,6.0,1.0,575,1.0,7.635378888719557e-07
12/25/2022,extra,15554.0,1562.0,1.0,5.0,20.0,35.0,28.0,10.0,1.0,618,1.0,1.9330868484224982e-07
12/26/2022,judge,20011.0,2043.0,0.0,2.0,8.0,16.0,26.0,33.0,14.0,360,1.0,6.977229080932786e-09
12/27/2022,condo,20879.0,2012.0,0.0,2.0,17.0,35.0,29.0,14.0,3.0,479,2.0,3.1584611339734776e-07
12/28/2022,impel,20160.0,1937.0,0.0,3.0,21.0,40.0,25.0,9.0,1.0,521,1.0,4.018620467747137e-07
12/29/2022,havoc,20001.0,1919.0,0.0,2.0,16.0,38.0,30.0,12.0,2.0,458,1.0,1.3905372815373673e-07
12/30/2022,molar,21204.0,1973.0,0.0,4.0,21.0,38.0,26.0,9.0,1.0,594,1.0,9.306807270233206e-07
2023-03-01,,eerie,,,,,,,,,335,,0.00021112757201646094
